result/tencentBlock.ns4344.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      180, 3385475 req, miss ratio 0.4469, byte miss ratio 0.4469
result/tencentBlock.ns4344.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size     1809, 3385475 req, miss ratio 0.2944, byte miss ratio 0.2944
result/tencentBlock.ns4344.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size     5427, 3385475 req, miss ratio 0.1962, byte miss ratio 0.1962
result/tencentBlock.ns4344.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size    18091, 3385475 req, miss ratio 0.1726, byte miss ratio 0.1726
result/tencentBlock.ns4344.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size    36182, 3385475 req, miss ratio 0.1479, byte miss ratio 0.1479
result/tencentBlock.ns4344.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size    72365, 3385475 req, miss ratio 0.0861, byte miss ratio 0.0861
result/tencentBlock.ns4344.oracleGeneral.bin                S3FIFOd2-Clock2-1 cache size   144731, 3385475 req, miss ratio 0.0562, byte miss ratio 0.0562
result/tencentBlock.ns4344.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size      180, 3385475 req, miss ratio 0.4496, byte miss ratio 0.4496
result/tencentBlock.ns4344.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size      542, 3385475 req, miss ratio 0.3922, byte miss ratio 0.3922
result/tencentBlock.ns4344.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size     1809, 3385475 req, miss ratio 0.3803, byte miss ratio 0.3803
result/tencentBlock.ns4344.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size     5427, 3385475 req, miss ratio 0.2002, byte miss ratio 0.2002
result/tencentBlock.ns4344.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    18091, 3385475 req, miss ratio 0.1887, byte miss ratio 0.1887
result/tencentBlock.ns4344.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    36182, 3385475 req, miss ratio 0.1472, byte miss ratio 0.1472
result/tencentBlock.ns4344.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    72365, 3385475 req, miss ratio 0.0835, byte miss ratio 0.0835
result/tencentBlock.ns4344.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size   144731, 3385475 req, miss ratio 0.0564, byte miss ratio 0.0564
result/tencentBlock.ns4344.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size      180, 3385475 req, miss ratio 0.4472, byte miss ratio 0.4472
result/tencentBlock.ns4344.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size      542, 3385475 req, miss ratio 0.3872, byte miss ratio 0.3872
result/tencentBlock.ns4344.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size     1809, 3385475 req, miss ratio 0.2949, byte miss ratio 0.2949
result/tencentBlock.ns4344.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size     5427, 3385475 req, miss ratio 0.1962, byte miss ratio 0.1962
result/tencentBlock.ns4344.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    18091, 3385475 req, miss ratio 0.1726, byte miss ratio 0.1726
result/tencentBlock.ns4344.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    36182, 3385475 req, miss ratio 0.1484, byte miss ratio 0.1484
result/tencentBlock.ns4344.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    72365, 3385475 req, miss ratio 0.0858, byte miss ratio 0.0858
result/tencentBlock.ns4344.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   144731, 3385475 req, miss ratio 0.0562, byte miss ratio 0.0562
result/tencentBlock.ns4344.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      180, 3385475 req, miss ratio 0.5885, byte miss ratio 0.5885
result/tencentBlock.ns4344.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      542, 3385475 req, miss ratio 0.5047, byte miss ratio 0.5047
result/tencentBlock.ns4344.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     1809, 3385475 req, miss ratio 0.4126, byte miss ratio 0.4126
result/tencentBlock.ns4344.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     5427, 3385475 req, miss ratio 0.2856, byte miss ratio 0.2856
result/tencentBlock.ns4344.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    18091, 3385475 req, miss ratio 0.2258, byte miss ratio 0.2258
result/tencentBlock.ns4344.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    36182, 3385475 req, miss ratio 0.1718, byte miss ratio 0.1718
result/tencentBlock.ns4344.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    72365, 3385475 req, miss ratio 0.1015, byte miss ratio 0.1015
result/tencentBlock.ns4344.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   144731, 3385475 req, miss ratio 0.0562, byte miss ratio 0.0562
result/tencentBlock.ns4344.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      180, 3385475 req, miss ratio 0.4470, byte miss ratio 0.4470
result/tencentBlock.ns4344.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      542, 3385475 req, miss ratio 0.3892, byte miss ratio 0.3892
result/tencentBlock.ns4344.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     1809, 3385475 req, miss ratio 0.2952, byte miss ratio 0.2952
result/tencentBlock.ns4344.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     5427, 3385475 req, miss ratio 0.1986, byte miss ratio 0.1986
result/tencentBlock.ns4344.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    18091, 3385475 req, miss ratio 0.1788, byte miss ratio 0.1788
result/tencentBlock.ns4344.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    36182, 3385475 req, miss ratio 0.1516, byte miss ratio 0.1516
result/tencentBlock.ns4344.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    72365, 3385475 req, miss ratio 0.0992, byte miss ratio 0.0992
result/tencentBlock.ns4344.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   144731, 3385475 req, miss ratio 0.0791, byte miss ratio 0.0791
