result/tencentBlock.ns1859.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      181, 4271571 req, miss ratio 0.5719, byte miss ratio 0.5719
result/tencentBlock.ns1859.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size      544, 4271571 req, miss ratio 0.3552, byte miss ratio 0.3552
result/tencentBlock.ns1859.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size     1815, 4271571 req, miss ratio 0.1778, byte miss ratio 0.1778
result/tencentBlock.ns1859.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size     5445, 4271571 req, miss ratio 0.1275, byte miss ratio 0.1275
result/tencentBlock.ns1859.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    18153, 4271571 req, miss ratio 0.1040, byte miss ratio 0.1040
result/tencentBlock.ns1859.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    36306, 4271571 req, miss ratio 0.0939, byte miss ratio 0.0939
result/tencentBlock.ns1859.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size    72612, 4271571 req, miss ratio 0.0675, byte miss ratio 0.0675
result/tencentBlock.ns1859.oracleGeneral.bin                  S4FIFO-0.1000-2 cache size   145224, 4271571 req, miss ratio 0.0445, byte miss ratio 0.0445
result/tencentBlock.ns1859.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size      181, 4271571 req, miss ratio 0.5777, byte miss ratio 0.5777
result/tencentBlock.ns1859.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size      544, 4271571 req, miss ratio 0.3653, byte miss ratio 0.3653
result/tencentBlock.ns1859.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size     1815, 4271571 req, miss ratio 0.1769, byte miss ratio 0.1769
result/tencentBlock.ns1859.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size     5445, 4271571 req, miss ratio 0.1273, byte miss ratio 0.1273
result/tencentBlock.ns1859.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    18153, 4271571 req, miss ratio 0.1021, byte miss ratio 0.1021
result/tencentBlock.ns1859.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    36306, 4271571 req, miss ratio 0.0926, byte miss ratio 0.0926
result/tencentBlock.ns1859.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size    72612, 4271571 req, miss ratio 0.0649, byte miss ratio 0.0649
result/tencentBlock.ns1859.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   145224, 4271571 req, miss ratio 0.0436, byte miss ratio 0.0436
result/tencentBlock.ns1859.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      181, 4271571 req, miss ratio 0.7791, byte miss ratio 0.7791
result/tencentBlock.ns1859.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      544, 4271571 req, miss ratio 0.5622, byte miss ratio 0.5622
result/tencentBlock.ns1859.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     1815, 4271571 req, miss ratio 0.3094, byte miss ratio 0.3094
result/tencentBlock.ns1859.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     5445, 4271571 req, miss ratio 0.2183, byte miss ratio 0.2183
result/tencentBlock.ns1859.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    18153, 4271571 req, miss ratio 0.1403, byte miss ratio 0.1403
result/tencentBlock.ns1859.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    36306, 4271571 req, miss ratio 0.1112, byte miss ratio 0.1112
result/tencentBlock.ns1859.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    72612, 4271571 req, miss ratio 0.0838, byte miss ratio 0.0838
result/tencentBlock.ns1859.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   145224, 4271571 req, miss ratio 0.0436, byte miss ratio 0.0436
result/tencentBlock.ns1859.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      181, 4271571 req, miss ratio 0.5720, byte miss ratio 0.5720
result/tencentBlock.ns1859.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      544, 4271571 req, miss ratio 0.3622, byte miss ratio 0.3622
result/tencentBlock.ns1859.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     1815, 4271571 req, miss ratio 0.1770, byte miss ratio 0.1770
result/tencentBlock.ns1859.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     5445, 4271571 req, miss ratio 0.1274, byte miss ratio 0.1274
result/tencentBlock.ns1859.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    18153, 4271571 req, miss ratio 0.1044, byte miss ratio 0.1044
result/tencentBlock.ns1859.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    36306, 4271571 req, miss ratio 0.0948, byte miss ratio 0.0948
result/tencentBlock.ns1859.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    72612, 4271571 req, miss ratio 0.0717, byte miss ratio 0.0717
result/tencentBlock.ns1859.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   145224, 4271571 req, miss ratio 0.0548, byte miss ratio 0.0548
