result/tencentBlock.ns4485.oracleGeneral.bin                  S3FIFO-0.1000-2 cache size      663, 4591308 req, miss ratio 0.4810, byte miss ratio 0.4810
result/tencentBlock.ns4485.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   132742, 4591308 req, miss ratio 0.3187, byte miss ratio 0.3187
result/tencentBlock.ns4485.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   265485, 4591308 req, miss ratio 0.1850, byte miss ratio 0.1850
result/tencentBlock.ns4485.oracleGeneral.bin                S3FIFOd3-Clock2-1 cache size   530971, 4591308 req, miss ratio 0.1469, byte miss ratio 0.1469
result/tencentBlock.ns4485.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size      663, 4591308 req, miss ratio 0.6237, byte miss ratio 0.6237
result/tencentBlock.ns4485.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     1991, 4591308 req, miss ratio 0.5983, byte miss ratio 0.5983
result/tencentBlock.ns4485.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size     6637, 4591308 req, miss ratio 0.5748, byte miss ratio 0.5748
result/tencentBlock.ns4485.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    19911, 4591308 req, miss ratio 0.5463, byte miss ratio 0.5463
result/tencentBlock.ns4485.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size    66371, 4591308 req, miss ratio 0.4752, byte miss ratio 0.4752
result/tencentBlock.ns4485.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   132742, 4591308 req, miss ratio 0.3863, byte miss ratio 0.3863
result/tencentBlock.ns4485.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   265485, 4591308 req, miss ratio 0.2199, byte miss ratio 0.2199
result/tencentBlock.ns4485.oracleGeneral.bin             S3LFU-lfu-1-0.1000-1 cache size   530971, 4591308 req, miss ratio 0.1469, byte miss ratio 0.1469
result/tencentBlock.ns4485.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size      663, 4591308 req, miss ratio 0.4810, byte miss ratio 0.4810
result/tencentBlock.ns4485.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     1991, 4591308 req, miss ratio 0.4719, byte miss ratio 0.4719
result/tencentBlock.ns4485.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size     6637, 4591308 req, miss ratio 0.4531, byte miss ratio 0.4531
result/tencentBlock.ns4485.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    19911, 4591308 req, miss ratio 0.4334, byte miss ratio 0.4334
result/tencentBlock.ns4485.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size    66371, 4591308 req, miss ratio 0.3934, byte miss ratio 0.3934
result/tencentBlock.ns4485.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   132742, 4591308 req, miss ratio 0.3071, byte miss ratio 0.3071
result/tencentBlock.ns4485.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   265485, 4591308 req, miss ratio 0.2542, byte miss ratio 0.2542
result/tencentBlock.ns4485.oracleGeneral.bin       S3FIFO_TIME_DELAY-0.1000-2 cache size   530971, 4591308 req, miss ratio 0.2093, byte miss ratio 0.2093
